"""Country or Area"",""Year"",""Value"",""Value Footnotes"",""Unit"""
"Latvia,""2006"",""52242.0"","""",""tonnes"""
"Latvia,""2004"",""57791.0"","""",""tonnes"""
"Lebanon,""2001"",""108218.0"","""",""tonnes"""
"Lebanon,""1998"",""3945.0"",""4"",""tonnes"""
"Lithuania,""2016"",""61179.0"","""",""tonnes"""
"Lithuania,""2014"",""55457.0"","""",""tonnes"""
"Lithuania,""2012"",""70246.0"","""",""tonnes"""
"Lithuania,""2010"",""48853.0"","""",""tonnes"""
"Lithuania,""2008"",""19927.0"","""",""tonnes"""
"Lithuania,""2006"",""28101.0"","""",""tonnes"""
"Lithuania,""2004"",""38081.0"","""",""tonnes"""
"Luxembourg,""2016"",""45926.0"","""",""tonnes"""
"Luxembourg,""2014"",""37843.0"","""",""tonnes"""
"Luxembourg,""2012"",""1992.0"","""",""tonnes"""
"Luxembourg,""2010"",""3272.0"","""",""tonnes"""
"Luxembourg,""2008"",""46734.0"","""",""tonnes"""
"Luxembourg,""2006"",""130189.0"","""",""tonnes"""
"Luxembourg,""2004"",""34375.0"","""",""tonnes"""
"Madagascar,""2007"",""45957.0"","""",""tonnes"""
"Malaysia,""2017"",""1990983.6"","""",""tonnes"""
"Malaysia,""2016"",""2729617.5"","""",""tonnes"""
"Malaysia,""2015"",""592461.8"","""",""tonnes"""
"Malaysia,""2014"",""806295.4"","""",""tonnes"""
"Malaysia,""2013"",""783410.4"","""",""tonnes"""
"Malaysia,""2012"",""817562.4"","""",""tonnes"""
"Malaysia,""2011"",""1091710.5"","""",""tonnes"""
"Malaysia,""2010"",""1040159.2"","""",""tonnes"""
"Malaysia,""2009"",""1705308.0"","""",""tonnes"""
"Malaysia,""2008"",""1304898.8"","""",""tonnes"""
"Malaysia,""2007"",""1138839.5"","""",""tonnes"""
"Malaysia,""2006"",""1103457.0"","""",""tonnes"""
"Malaysia,""2005"",""548916.1"","""",""tonnes"""
"Malaysia,""2004"",""469584.1"","""",""tonnes"""
"Malaysia,""2003"",""460865.8"","""",""tonnes"""
"Malaysia,""2002"",""460866.6"","""",""tonnes"""
"Malaysia,""2001"",""420198.0"","""",""tonnes"""
"Malaysia,""2000"",""344550.3"","""",""tonnes"""
"Malaysia,""1999"",""540152.5"","""",""tonnes"""
"Malta,""2016"",""477.0"","""",""tonnes"""
"Malta,""2014"",""439.0"","""",""tonnes"""
"Malta,""2012"",""501.0"","""",""tonnes"""
"Malta,""2010"",""437.0"","""",""tonnes"""
"Malta,""2008"",""327.0"","""",""tonnes"""
"Malta,""2006"",""0.0"","""",""tonnes"""
"Malta,""2004"",""0.0"","""",""tonnes"""
"Martinique,""2020"",""3855.0"","""",""tonnes"""
"Martinique,""2019"",""787.0"","""",""tonnes"""
"Martinique,""2010"",""8525.0"","""",""tonnes"""
"Martinique,""2008"",""3756.0"",""3"",""tonnes"""
"Mauritius,""2021"",""4593.3"","""",""tonnes"""
"Mauritius,""2020"",""4554.6"","""",""tonnes"""
"Mauritius,""2019"",""5136.9"","""",""tonnes"""
"Mauritius,""2018"",""4653.0"","""",""tonnes"""
"Mauritius,""2017"",""4883.3"","""",""tonnes"""
"Mauritius,""2016"",""4314.4"","""",""tonnes"""
"Mauritius,""2015"",""4734.6"","""",""tonnes"""
"Mauritius,""2014"",""3427.2"","""",""tonnes"""
"Mauritius,""2013"",""3156.3"","""",""tonnes"""
"Mauritius,""2012"",""2798.2"","""",""tonnes"""
"Mauritius,""2011"",""2860.4"","""",""tonnes"""
"Mauritius,""2010"",""2823.7"","""",""tonnes"""
"Mauritius,""2009"",""3435.4"","""",""tonnes"""
"Mauritius,""2008"",""2811.7"","""",""tonnes"""
"Mauritius,""2007"",""3980.0"","""",""tonnes"""
"Mauritius,""2006"",""22.0"","""",""tonnes"""
"Mauritius,""2005"",""107.0"","""",""tonnes"""
"Mauritius,""2004"",""48.0"","""",""tonnes"""
"Mauritius,""2003"",""71.0"","""",""tonnes"""
"Monaco,""2017"",""166.2"","""",""tonnes"""
"Monaco,""2016"",""344.7"","""",""tonnes"""
"Monaco,""2015"",""284.5"","""",""tonnes"""
"Monaco,""2014"",""268.5"","""",""tonnes"""
"Monaco,""2013"",""261.7"","""",""tonnes"""
"Monaco,""2012"",""0.0"","""",""tonnes"""
"Monaco,""2011"",""0.0"","""",""tonnes"""
"Monaco,""2010"",""0.0"","""",""tonnes"""
"Monaco,""2009"",""0.0"","""",""tonnes"""
"Monaco,""2008"",""0.0"","""",""tonnes"""
"Monaco,""2007"",""0.0"","""",""tonnes"""
"Monaco,""2006"",""0.0"","""",""tonnes"""
"Monaco,""2005"",""0.0"","""",""tonnes"""
"Monaco,""2004"",""0.0"","""",""tonnes"""
"Monaco,""2003"",""0.0"","""",""tonnes"""
"Monaco,""2002"",""0.0"","""",""tonnes"""
"Monaco,""2001"",""0.0"","""",""tonnes"""
"Monaco,""2000"",""0.0"","""",""tonnes"""
"Monaco,""1999"",""0.0"","""",""tonnes"""
"Monaco,""1998"",""0.0"","""",""tonnes"""
"Monaco,""1997"",""0.0"","""",""tonnes"""
"Monaco,""1996"",""0.0"","""",""tonnes"""
"Monaco,""1995"",""0.0"","""",""tonnes"""
"Monaco,""1990"",""0.0"","""",""tonnes"""
"Mongolia,""2021"",""223018.1"","""",""tonnes"""
"Mongolia,""2020"",""458821.1"","""",""tonnes"""
"Mongolia,""2019"",""316415.7"","""",""tonnes"""
"Mongolia,""2018"",""284008.2"","""",""tonnes"""
"Netherlands,""2016"",""5305777.0"","""",""tonnes"""
"Netherlands,""2014"",""4495506.0"","""",""tonnes"""
"Netherlands,""2012"",""4443090.0"","""",""tonnes"""
"Netherlands,""2010"",""3799827.0"","""",""tonnes"""
"Netherlands,""2008"",""4032092.0"","""",""tonnes"""
"Netherlands,""2006"",""4595694.0"","""",""tonnes"""
"Netherlands,""2004"",""1810306.0"","""",""tonnes"""
"Niger,""2005"",""554000.0"","""",""tonnes"""
"Niger,""2004"",""503000.0"","""",""tonnes"""
"North Macedonia,""2014"",""3763.0"","""",""tonnes"""
"North Macedonia,""2012"",""681070.0"","""",""tonnes"""
"North Macedonia,""2010"",""152966.0"","""",""tonnes"""
"North Macedonia,""2008"",""6201.0"","""",""tonnes"""
"Norway,""2016"",""1380511.0"","""",""tonnes"""
"Norway,""2014"",""1483338.0"","""",""tonnes"""
"Norway,""2012"",""1013027.0"","""",""tonnes"""
"Norway,""2010"",""1560099.0"","""",""tonnes"""
"Norway,""2008"",""1337680.0"","""",""tonnes"""
"Norway,""2006"",""1256645.0"","""",""tonnes"""
"Norway,""2004"",""1010921.0"","""",""tonnes"""
"Oman,""2020"",""71767.5"","""",""tonnes"""
"Oman,""2019"",""10625.8"","""",""tonnes"""
"Oman,""2018"",""6235.5"","""",""tonnes"""
"Panama,""2011"",""3094.7"","""",""tonnes"""
"Panama,""2010"",""3037.1"","""",""tonnes"""
"Panama,""2009"",""2338.3"","""",""tonnes"""
"Panama,""2008"",""1682.9"","""",""tonnes"""
"Panama,""2007"",""1181.9"","""",""tonnes"""
"Panama,""2006"",""1775.2"","""",""tonnes"""
"Panama,""2005"",""1547.1"","""",""tonnes"""
"Panama,""2004"",""1509.9"","""",""tonnes"""
"Panama,""2003"",""1689.5"","""",""tonnes"""
"Panama,""2002"",""1363.7"","""",""tonnes"""
"Panama,""2001"",""763.6"","""",""tonnes"""
"Panama,""2000"",""281.4"","""",""tonnes"""
"Panama,""1999"",""290.5"","""",""tonnes"""
"Panama,""1995"",""217.9"","""",""tonnes"""
"Panama,""1990"",""173.2"","""",""tonnes"""
"Peru,""2021"",""1654696.1"","""",""tonnes"""
"Peru,""2020"",""2927914.1"","""",""tonnes"""
"Philippines,""2017"",""2363934.0"","""",""tonnes"""
"Philippines,""2016"",""603470.6"","""",""tonnes"""
"Philippines,""2015"",""1582496.4"","""",""tonnes"""
"Philippines,""2014"",""962400.8"","""",""tonnes"""
"Philippines,""2013"",""6638380.0"","""",""tonnes"""
"Philippines,""2012"",""444358.9"","""",""tonnes"""
"Philippines,""2011"",""4595184.5"","""",""tonnes"""
"Philippines,""2010"",""254484.6"","""",""tonnes"""
"Philippines,""2009"",""2109772.0"","""",""tonnes"""
"Poland,""2016"",""1391428.0"","""",""tonnes"""
"Poland,""2014"",""1876577.0"","""",""tonnes"""
"Poland,""2012"",""1434985.0"","""",""tonnes"""
"Poland,""2010"",""1577966.0"","""",""tonnes"""
"Poland,""2008"",""1624573.0"","""",""tonnes"""
"Poland,""2006"",""2277779.0"","""",""tonnes"""
"Poland,""2004"",""1575748.0"","""",""tonnes"""
"Portugal,""2016"",""490956.0"","""",""tonnes"""
"Portugal,""2014"",""466197.0"","""",""tonnes"""
"Portugal,""2012"",""444199.0"","""",""tonnes"""
"Portugal,""2010"",""330978.0"","""",""tonnes"""
"Portugal,""2008"",""289216.0"","""",""tonnes"""
"Portugal,""2006"",""3363875.0"","""",""tonnes"""
"Portugal,""2004"",""1898715.0"","""",""tonnes"""
"Republic of Moldova,""2021"",""4946.1"","""",""tonnes"""
"Republic of Moldova,""2020"",""3176.1"","""",""tonnes"""
"Republic of Moldova,""2019"",""4960.2"","""",""tonnes"""
"Republic of Moldova,""2018"",""6685.2"","""",""tonnes"""
"Republic of Moldova,""2017"",""7614.9"","""",""tonnes"""
"Republic of Moldova,""2016"",""2981.4"","""",""tonnes"""
"Republic of Moldova,""2015"",""1254.9"","""",""tonnes"""
"Republic of Moldova,""2014"",""1289.2"","""",""tonnes"""
"Republic of Moldova,""2013"",""1512.0"","""",""tonnes"""
"Republic of Moldova,""2012"",""1006.7"","""",""tonnes"""
"Republic of Moldova,""2011"",""1273.9"","""",""tonnes"""
"Republic of Moldova,""2010"",""964.0"","""",""tonnes"""
"Republic of Moldova,""2009"",""1593.0"","""",""tonnes"""
"Republic of Moldova,""2008"",""1874.0"","""",""tonnes"""
"Republic of Moldova,""2007"",""3562.0"","""",""tonnes"""
"Republic of Moldova,""2006"",""1607.0"","""",""tonnes"""
"Republic of Moldova,""2005"",""1211.0"","""",""tonnes"""
"Republic of Moldova,""2004"",""2220.0"","""",""tonnes"""
"Republic of Moldova,""2003"",""3936.0"","""",""tonnes"""
"Republic of Moldova,""2002"",""3140.0"","""",""tonnes"""
"Republic of Moldova,""2001"",""1902.0"","""",""tonnes"""
"Republic of Moldova,""2000"",""2375.0"","""",""tonnes"""
"Republic of Moldova,""1999"",""2456.0"","""",""tonnes"""
"Republic of Moldova,""1998"",""2233.0"","""",""tonnes"""
"Republic of Moldova,""1997"",""1650.0"","""",""tonnes"""
"Republic of Moldova,""1996"",""2138.0"","""",""tonnes"""
"Republic of Moldova,""1995"",""1991.0"","""",""tonnes"""
"Republic of Moldova,""1990"",""191575.0"","""",""tonnes"""
"Réunion,""2020"",""27195.0"","""",""tonnes"""
"Réunion,""2019"",""25018.0"","""",""tonnes"""
"Réunion,""2018"",""24314.0"","""",""tonnes"""
"Réunion,""2017"",""20463.0"","""",""tonnes"""
"Réunion,""2016"",""24663.0"","""",""tonnes"""
"Réunion,""2015"",""19240.0"","""",""tonnes"""
"Réunion,""2014"",""16076.0"","""",""tonnes"""
"Réunion,""2013"",""15548.0"","""",""tonnes"""
"Réunion,""2000"",""9786.0"","""",""tonnes"""
"Réunion,""1997"",""7760.0"","""",""tonnes"""
"Romania,""2016"",""348386.0"","""",""tonnes"""
"Romania,""2014"",""500394.0"","""",""tonnes"""
"Romania,""2012"",""620287.0"","""",""tonnes"""
"Romania,""2010"",""431080.0"","""",""tonnes"""
"Romania,""2008"",""259924.0"","""",""tonnes"""
"Romania,""2006"",""867602.0"","""",""tonnes"""
"Romania,""2004"",""1697100.0"","""",""tonnes"""
"Saint Lucia,""2019"",""4730.0"","""",""tonnes"""
"Saint Lucia,""2018"",""2472.0"","""",""tonnes"""
"Saint Lucia,""2017"",""1644.0"","""",""tonnes"""
"Saint Lucia,""2016"",""1715.0"","""",""tonnes"""
"Saint Lucia,""2015"",""2632.0"","""",""tonnes"""
"Saint Lucia,""2014"",""2707.0"","""",""tonnes"""
"Saint Lucia,""2013"",""1771.0"","""",""tonnes"""
"Saint Lucia,""2012"",""63.0"","""",""tonnes"""
"Saint Lucia,""2011"",""70.0"","""",""tonnes"""
"Saint Lucia,""2010"",""146.0"","""",""tonnes"""
"Saint Lucia,""2009"",""175.0"","""",""tonnes"""
"Saint Lucia,""2008"",""64.0"","""",""tonnes"""
"Saint Lucia,""2007"",""90.0"","""",""tonnes"""
"Saint Lucia,""2006"",""115.0"","""",""tonnes"""
"Saint Lucia,""2005"",""294.0"","""",""tonnes"""
"Saint Lucia,""2004"",""384.0"","""",""tonnes"""
"Saint Vincent and the Grenadines,""2002"",""0.2"","""",""tonnes"""
"Senegal,""1999"",""81957.0"","""",""tonnes"""
"Serbia,""2015"",""16558589.0"","""",""tonnes"""
"Serbia,""2014"",""13493549.0"","""",""tonnes"""
"Serbia,""2013"",""16560253.0"","""",""tonnes"""
"Serbia,""2012"",""14429107.0"","""",""tonnes"""
"Serbia,""2011"",""12801404.0"","""",""tonnes"""
"Serbia,""2010"",""11181849.0"","""",""tonnes"""
"Serbia,""2009"",""10070112.0"","""",""tonnes"""
"Serbia,""2008"",""8392001.0"","""",""tonnes"""
"Slovakia,""2016"",""171035.0"","""",""tonnes"""
"Slovakia,""2014"",""201819.0"","""",""tonnes"""
"Slovakia,""2012"",""199393.0"","""",""tonnes"""
"Slovakia,""2010"",""223808.0"","""",""tonnes"""
"Slovakia,""2008"",""355772.0"","""",""tonnes"""
"Slovakia,""2006"",""367801.0"","""",""tonnes"""
"Slovakia,""2004"",""439390.0"","""",""tonnes"""
"Slovenia,""2016"",""76726.0"","""",""tonnes"""
"Slovenia,""2014"",""91696.0"","""",""tonnes"""
"Slovenia,""2012"",""73702.0"","""",""tonnes"""
"Slovenia,""2010"",""100898.0"","""",""tonnes"""
"Slovenia,""2008"",""116326.0"","""",""tonnes"""
"Slovenia,""2006"",""87308.0"","""",""tonnes"""
"Slovenia,""2004"",""99042.0"","""",""tonnes"""
"South Africa,""2021"",""39597324.3"","""",""tonnes"""
"South Africa,""2020"",""38591841.8"","""",""tonnes"""
"South Africa,""2019"",""44117053.8"","""",""tonnes"""
"South Africa,""2018"",""37944399.0"","""",""tonnes"""
"South Africa,""2016"",""9626309.0"","""",""tonnes"""
"Spain,""2016"",""2118455.0"","""",""tonnes"""
"Spain,""2014"",""2321536.0"","""",""tonnes"""
"Spain,""2012"",""2420583.0"","""",""tonnes"""
"Spain,""2010"",""2743636.0"","""",""tonnes"""
"Spain,""2008"",""3362069.0"","""",""tonnes"""
"Spain,""2006"",""3722628.0"","""",""tonnes"""
"Spain,""2004"",""3667222.0"","""",""tonnes"""
"State of Palestine,""2014"",""4572.0"","""",""tonnes"""
"State of Palestine,""2012"",""4512.0"","""",""tonnes"""
"State of Palestine,""2010"",""4080.0"","""",""tonnes"""
"State of Palestine,""2009"",""14422.8"","""",""tonnes"""
"State of Palestine,""2008"",""11886.0"","""",""tonnes"""
"State of Palestine,""2007"",""8466.0"","""",""tonnes"""
"State of Palestine,""2006"",""5113.2"","""",""tonnes"""
"State of Palestine,""2005"",""5674.8"","""",""tonnes"""
"State of Palestine,""2004"",""4570.8"","""",""tonnes"""
"State of Palestine,""2003"",""6151.2"","""",""tonnes"""
"State of Palestine,""2000"",""5016.0"","""",""tonnes"""
"Sweden,""2016"",""1331975.0"","""",""tonnes"""
"Sweden,""2014"",""1092814.0"","""",""tonnes"""
"Sweden,""2012"",""1123393.0"","""",""tonnes"""
"Sweden,""2010"",""769746.0"","""",""tonnes"""
"Sweden,""2008"",""996222.0"","""",""tonnes"""
"Sweden,""2006"",""653046.0"","""",""tonnes"""
"Sweden,""2004"",""1167606.0"","""",""tonnes"""
"Syrian Arab Republic,""2003"",""46.0"","""",""tonnes"""
"Tunisia,""2002"",""150200.0"","""",""tonnes"""
"Tunisia,""2001"",""151000.0"","""",""tonnes"""
"Turkey,""2016"",""7679429.0"","""",""tonnes"""
"Turkey,""2014"",""6487595.0"","""",""tonnes"""
"Turkey,""2012"",""3571001.0"","""",""tonnes"""
"Turkey,""2010"",""2583622.0"","""",""tonnes"""
"Turkey,""2008"",""1163682.0"","""",""tonnes"""
"Turkey,""2006"",""64704.0"","""",""tonnes"""
"Turkey,""2004"",""1230874.0"","""",""tonnes"""
"Ukraine,""2019"",""355963.0"","""",""tonnes"""
"Ukraine,""2018"",""404748.0"","""",""tonnes"""
"Ukraine,""2017"",""412281.0"","""",""tonnes"""
"Ukraine,""2016"",""447499.0"","""",""tonnes"""
"Ukraine,""2015"",""399712.0"","""",""tonnes"""
"Ukraine,""2014"",""417342.0"","""",""tonnes"""
"Ukraine,""2013"",""557169.0"","""",""tonnes"""
"Ukraine,""2012"",""702154.0"","""",""tonnes"""
"Ukraine,""2011"",""751700.0"","""",""tonnes"""
"Ukraine,""2010"",""965559.0"","""",""tonnes"""
"Ukraine,""2009"",""1175756.0"","""",""tonnes"""
"Ukraine,""2008"",""2022268.0"","""",""tonnes"""
"Ukraine,""2007"",""2062766.0"","""",""tonnes"""
"Ukraine,""2006"",""1968906.0"","""",""tonnes"""
"Ukraine,""2005"",""1885095.0"","""",""tonnes"""
"Ukraine,""2004"",""1956227.0"","""",""tonnes"""
"Ukraine,""2003"",""2124032.0"","""",""tonnes"""
"Ukraine,""2002"",""2436571.0"","""",""tonnes"""
"Ukraine,""2001"",""2944207.0"","""",""tonnes"""
"Ukraine,""2000"",""2150033.0"","""",""tonnes"""
"Ukraine,""1999"",""2038508.5"","""",""tonnes"""
"Ukraine,""1998"",""2365007.0"","""",""tonnes"""
"Ukraine,""1997"",""3242961.0"","""",""tonnes"""
"Ukraine,""1996"",""3050891.0"","""",""tonnes"""
"Ukraine,""1995"",""3396433.0"","""",""tonnes"""
"United Arab Emirates,""2020"",""310388.4"","""",""tonnes"""
"United Arab Emirates,""2019"",""576543.1"","""",""tonnes"""
"United Arab Emirates,""2018"",""429940.8"","""",""tonnes"""
"United Arab Emirates,""2017"",""368772.0"","""",""tonnes"""
"United Arab Emirates,""2016"",""235464.2"","""",""tonnes"""
"United Arab Emirates,""2015"",""309029.4"","""",""tonnes"""
"United Arab Emirates,""2014"",""358893.5"","""",""tonnes"""
"United Arab Emirates,""2013"",""304699.3"","""",""tonnes"""
"United Arab Emirates,""2012"",""341423.3"","""",""tonnes"""
"United Arab Emirates,""2011"",""343974.3"","""",""tonnes"""
"United Arab Emirates,""2010"",""324553.2"","""",""tonnes"""
"United Kingdom of Great Britain and Northern Ireland,""2016"",""1931003.0"","""",""tonnes"""
"United Kingdom of Great Britain and Northern Ireland,""2014"",""1895828.0"","""",""tonnes"""
"United Kingdom of Great Britain and Northern Ireland,""2012"",""1912805.0"","""",""tonnes"""
"United Kingdom of Great Britain and Northern Ireland,""2010"",""1973446.0"","""",""tonnes"""
"United Kingdom of Great Britain and Northern Ireland,""2008"",""3313993.0"","""",""tonnes"""
"United Kingdom of Great Britain and Northern Ireland,""2006"",""3425653.0"","""",""tonnes"""
"United Kingdom of Great Britain and Northern Ireland,""2004"",""4734457.0"","""",""tonnes"""
"United Republic of Tanzania,""2015"",""53.0"","""",""tonnes"""
"United Republic of Tanzania,""2014"",""55.0"","""",""tonnes"""
"United Republic of Tanzania,""2013"",""53.0"","""",""tonnes"""
"United Republic of Tanzania,""2012"",""49.1"","""",""tonnes"""
"United Republic of Tanzania,""2011"",""46.2"","""",""tonnes"""
"United Republic of Tanzania,""2010"",""44.0"","""",""tonnes"""
"United Republic of Tanzania,""2009"",""35.6"","""",""tonnes"""
"United Republic of Tanzania,""2008"",""33.0"","""",""tonnes"""
"United Republic of Tanzania,""2007"",""6.5"","""",""tonnes"""
"United Republic of Tanzania,""2006"",""5.5"","""",""tonnes"""
"United Republic of Tanzania,""2005"",""5.4"","""",""tonnes"""
"United Republic of Tanzania,""2004"",""4.0"","""",""tonnes"""
"United Republic of Tanzania,""1990"",""14.1"","""",""tonnes"""
"Uzbekistan,""2021"",""2.2"","""",""tonnes"""
"Uzbekistan,""2020"",""8.7"","""",""tonnes"""
"Uzbekistan,""2019"",""1.8"","""",""tonnes"""
"Uzbekistan,""2018"",""3.0"","""",""tonnes"""
"Uzbekistan,""2017"",""25.6"","""",""tonnes"""
"Uzbekistan,""2016"",""21.5"","""",""tonnes"""
"Uzbekistan,""2015"",""1.7"","""",""tonnes"""
"Uzbekistan,""2014"",""0.7"","""",""tonnes"""
"Zambia,""2005"",""80000.0"","""",""tonnes"""
"Zambia,""2000"",""49800.0"","""",""tonnes"""
